,month_sin,month_cos,dayofmonth_sin,dayofmonth_cos,dayofweek_sin,dayofweek_cos,hourofday_sin,hourofday_cos,minuteofhour_sin,minuteofhour_cos,is_holiday,Load_mean,Load_std,Load_min,Load_max,Load_median,Load_skew,Load_kurtosis
0,0.0,-1.4925635856520572,0.354617465634675,0.0,0.646012410059015,23.092903669522414,30.38057431388161,39.84684695397321,0.0,0.0,0.0,0.0,0.0,0.0,0.16270173103985996,0.0,-1.31775087206762,2.731176458897096
1,-0.2584970337648636,-0.739831284655367,-0.2936528110095584,0.12792000578675441,2.551139153910027,3.7571910448865835,-6.76656879710664,-0.29615808729512505,0.050172251013312685,0.0,0.0,0.0,0.0,0.05015432004715259,0.0,0.0,0.9223428709705147,12.911436673247609
2,0.0,1.4461240669134314,-0.18370947685430386,0.3351035579658283,-1.108013654413368,5.060038166636346,-4.473702602744821,-1.9718097994506956,0.06776905459921914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.26440004585943433,-4.913075118476646
3,0.2073348265146393,-0.5684991670418134,0.0,-0.133925099702771,-1.0981039298891337,3.9816768934198308,-12.849631412989106,-2.2556404192999118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.058715779613979,-3.9686780802208688
4,0.3002047581341802,3.0752341761108926,0.8252421355392158,0.0,7.367147205922192,7.985031835829514,57.57028698976224,4.258360429263278,0.0,0.16708513046115106,0.0,0.0,0.0,0.0,0.0,0.0,2.9487571875610654,12.023303340259176
5,0.18999328220753142,-0.5334488213904791,0.0,0.0,0.546019212690906,3.9493836896321612,-14.843096740852555,-3.482123435677762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7198597225448342,-4.031110973220116
6,0.17175384462022603,1.5680284304266445,0.3991758030209809,0.0,0.5582762310386835,2.382680249803018,-14.933924509414517,-5.1963006669674865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8164471716239863,-3.5810605491602736
7,0.0,-0.5324032859962662,0.322838225678602,0.0,2.3132694634620687,3.4045479372527105,-14.734267578536212,-3.5680353300978167,0.0,0.0,0.0,0.0,0.04970315190426522,0.0,0.0,0.0,2.83563572167836,7.134008133008907
8,0.0,-4.264532531384596,0.0,-0.40289811298243805,5.876177944708672,8.80507940706719,52.40202782464151,-4.846357617488458,0.22570833985787964,0.11993705247455289,0.0,-0.18080911550473644,0.0,0.0,0.0,0.0,-0.4350144327998109,12.51157185701095
9,-0.689933450759018,-0.47257847948343734,-0.8102702427749575,-0.7915699246550978,-2.3717457398968453,-5.080478591410358,-5.145310819431625,2.3224395519641106,0.06644914726457074,0.0,0.0,-0.03134446150549586,0.0,0.0,0.0,0.0,0.13454362989132207,-4.745926672303629
10,0.0,4.461114841042864,-0.16881230488642984,-0.4556465466721846,1.2998602697240216,18.94679385791656,52.035635042775695,4.380235702593168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5082924802204332,-4.708226526438182
11,-0.3404673091067707,-0.45895993226939424,-1.0558314514833125,0.0,-1.0857550777773985,3.899432482145398,-11.920471448701914,-2.2998648198965306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0923280863492266,-3.2040997333917787
12,-0.06866218029116711,-0.5130771527138829,0.29752162122888137,0.0,0.32960305858333117,-3.6700928015888308,-1.5741887610696237,1.484019480905579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9988018670503163,-4.8204472618954455
13,-1.2913064259850213,-0.7944517932281967,-2.0728015879167705,0.28979599596564176,-0.7995499173918961,4.802299053381633,-4.269465222207986,0.2457288309349419,0.05315834508144812,0.0,0.0,0.0,0.0,0.0,0.0,-0.029625040314236184,-0.45344719175240256,-5.799452365536757
14,0.38738401952981427,-0.4142069113365029,0.43231602174439776,0.06802497072710731,0.07120777416394758,-3.2091875852862755,-7.67752322238637,-3.200975164514667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2069510384065696,-3.514622442970108
15,0.0,-1.057439224922466,0.0,-0.5542717101958252,-9.207686255652312,-26.29005250726495,22.496770622683616,1.9258478396484104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4548072413152884,-4.174923757722269
16,0.0,-0.568402914202208,-0.22952619729224732,-0.14986712823231585,0.5735571591496571,3.977480517513834,-12.99784133342269,-2.959828828518086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7258637304827458,-4.3359401894105325
17,-0.21872180697974405,-0.765869683761459,0.5703808355107135,0.12417367891173556,2.48689077779358,3.563114989155087,-12.735879993249064,3.0419555141643513,0.06317424633783898,0.0,0.0,0.0452060746940096,-0.06364856790270537,0.046190999272338926,0.0,0.0,1.3532301684559598,12.229602684955884
18,0.0,1.0491153826807271,0.3851610505172669,0.33902026539349106,2.3530561989305583,3.6724592728460363,-14.833233560543352,-4.3462879049966805,0.0,0.0,0.0,0.023045738827712547,0.036242563643349435,0.0,0.0,0.021889800027478756,2.7937752556545057,7.075862861213372
19,0.10557457112868596,0.7842158764849487,0.0,-1.2172934484060782,-1.5859482750991705,-5.851593957068757,-0.13801171795761036,-1.2221782627512519,0.0,-0.0342938857430275,0.0,-0.04593664851551882,0.0,0.0,-0.04610424238643418,0.0,0.0,-5.146287257854606
20,-0.73124224451102,0.6879798165160808,-1.3225034721847078,0.14837857900651913,-1.2951082723145024,-3.8996808094623128,-5.349780914869991,-2.3747080352828727,0.0,-0.02847904436643145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.508793935904659
